"MONTH","DAYTYPE","ROUTEA","DIRECTION","SORTORDER","CTASTOPID","STREET","CROSS_ST","BOARDINGS"
"November 2024","Saturday","11","South","260","15527","LINCOLN","CATALPA","17.631"
"November 2024","Saturday","11","South","270","1367","LINCOLN","BALMORAL","19.791"
"November 2024","Saturday","11","South","280","18724","LINCOLN","BERWYN","4.12"
"November 2024","Saturday","11","South","300","14965","LINCOLN","FOSTER","12.997"
"November 2024","Saturday","11","South","310","1370","LINCOLN","CARMEN","1.378"
"November 2024","Saturday","11","South","320","1371","LINCOLN","WINNEMAC","0.624"
"November 2024","Saturday","11","South","330","1372","LINCOLN","ARGYLE","0"
"November 2024","Saturday","11","South","340","1373","AINSLIE","WESTERN","1.199"
"November 2024","Saturday","11","South","350","14591","WESTERN","LAWRENCE","0.949"
"November 2024","Saturday","11","South","360","1375","LELAND","WESTERN","1.259"
"November 2024","Saturday","11","South","380","1483","WESTERN","LELAND/BROWN STATION","0"
"November 2024","Saturday","12","East","20","11575","CENTRAL","HARRISON","217.931"
"November 2024","Saturday","12","East","30","17224","CENTRAL","FILLMORE","22.336"
"November 2024","Saturday","12","East","40","17059","ROOSEVELT","CENTRAL","56.194"
"November 2024","Saturday","12","East","50","257","ROOSEVELT","5501 WEST","5.93"
"November 2024","Saturday","12","East","60","258","ROOSEVELT","54TH AVENUE","1.636"
"November 2024","Saturday","12","East","70","259","ROOSEVELT","5301 W. (Kropp Forge Co.)","0.621"
"November 2024","Saturday","12","East","80","260","ROOSEVELT","LARAMIE","44.314"
"November 2024","Saturday","12","East","90","261","ROOSEVELT","51ST AVENUE","8.066"
"November 2024","Saturday","12","East","100","262","ROOSEVELT","50TH AVENUE","14.568"
"November 2024","Saturday","12","East","110","263","ROOSEVELT","49TH AVENUE","5.001"
"November 2024","Saturday","12","East","130","17441","ROOSEVELT","CICERO","91.33"
"November 2024","Saturday","12","East","140","265","ROOSEVELT","47TH AVENUE","5.437"
"November 2024","Saturday","12","East","150","268","ROOSEVELT","KILBOURN","1.534"
"November 2024","Saturday","12","East","160","17427","ROOSEVELT","KOSTNER","25.55"
"November 2024","Saturday","12","East","170","270","ROOSEVELT","KILDARE","25.103"
"November 2024","Saturday","12","East","180","17440","ROOSEVELT","KEELER","34.056"
"November 2024","Saturday","12","East","190","272","ROOSEVELT","KARLOV","17.227"
"November 2024","Saturday","12","East","210","14954","ROOSEVELT","PULASKI","161.545"
"November 2024","Saturday","12","East","220","274","ROOSEVELT","SPRINGFIELD","37.152"
"November 2024","Saturday","12","East","230","275","ROOSEVELT","INDEPENDENCE","67.742"
"November 2024","Saturday","12","East","240","277","ROOSEVELT","LAWNDALE","44.567"
"November 2024","Saturday","12","East","250","278","ROOSEVELT","CENTRAL PARK","54.393"
"November 2024","Saturday","12","East","260","279","ROOSEVELT","ST. LOUIS","42.462"
"November 2024","Saturday","12","East","270","17636","ROOSEVELT","HOMAN","79.375"
"November 2024","Saturday","12","East","280","17637","ROOSEVELT","SPAULDING","19.005"
"November 2024","Saturday","12","East","300","14955","ROOSEVELT","KEDZIE","76.485"
"November 2024","Saturday","12","East","310","283","ROOSEVELT","ALBANY","16.799"
"November 2024","Saturday","12","East","320","284","ROOSEVELT","SACRAMENTO","23.601"
"November 2024","Saturday","12","East","330","285","ROOSEVELT","FRANCISCO","24.435"
"November 2024","Saturday","12","East","340","14982","ROOSEVELT","CALIFORNIA","98.749"
"November 2024","Saturday","12","East","350","287","ROOSEVELT","WASHTENAW","9.788"
"November 2024","Saturday","12","East","360","288","ROOSEVELT","TALMAN","3.726"
"November 2024","Saturday","12","East","370","17122","ROOSEVELT","CAMPBELL (east leg)","6.364"
"November 2024","Saturday","12","East","390","15983","ROOSEVELT","WESTERN","71.826"
"November 2024","Saturday","12","East","400","13191","OGDEN","ROOSEVELT","21.602"
"November 2024","Saturday","12","East","410","14203","OGDEN","TAYLOR","59.76"
"November 2024","Saturday","12","East","420","15414","TAYLOR","V.A. MEDICAL CENTER","1.726"
"November 2024","Saturday","12","East","430","14204","TAYLOR","DAMEN","61.421"
"November 2024","Saturday","12","East","440","13192","ROOSEVELT","DAMEN","15.521"
"November 2024","Saturday","12","East","450","296","ROOSEVELT","WOLCOTT","4.107"
"November 2024","Saturday","12","East","460","297","ROOSEVELT","WOOD","30.196"
"November 2024","Saturday","12","East","470","298","ROOSEVELT","PAULINA","61.603"
"November 2024","Saturday","12","East","490","14976","ROOSEVELT","ASHLAND","125.57"
"November 2024","Saturday","12","East","500","300","ROOSEVELT","LAFLIN","4.724"
"November 2024","Saturday","12","East","510","301","ROOSEVELT","LOOMIS","54.573"
"November 2024","Saturday","12","East","520","302","ROOSEVELT","THROOP","26.813"
"November 2024","Saturday","12","East","530","303","ROOSEVELT","RACINE","80.917"
"November 2024","Saturday","12","East","540","17003","ROOSEVELT","MAY","3.39"
"November 2024","Saturday","12","East","550","305","ROOSEVELT","BLUE ISLAND","21.802"
"November 2024","Saturday","12","East","560","306","ROOSEVELT","MORGAN","17.242"
"November 2024","Saturday","12","East","570","307","ROOSEVELT","900 WEST","4.346"
"November 2024","Saturday","12","East","590","14459","ROOSEVELT","HALSTED","116.914"
"November 2024","Saturday","12","East","600","310","ROOSEVELT","JEFFERSON","124.858"
"November 2024","Saturday","12","East","610","312","ROOSEVELT","CANAL","344.427"
"November 2024","Saturday","12","East","620","17516","ROOSEVELT","DELANO COURT","5.446"
"November 2024","Saturday","12","East","630","315","ROOSEVELT","CLARK","18.305"
"November 2024","Saturday","12","East","640","316","ROOSEVELT","STATE","65.841"
"November 2024","Saturday","12","East","660","15362","ROOSEVELT","MICHIGAN/INDIANA","6.632"
"November 2024","Saturday","12","East","670","15918","INDIANA","13TH STREET","2.067"
"November 2024","Saturday","12","East","680","12803","INDIANA","14TH STREET","5.761"
"November 2024","Saturday","12","East","690","15921","INDIANA","1440 SOUTH","16.029"
"November 2024","Saturday","12","East","710","15278","INDIANA","15TH PLACE","0"
"November 2024","Saturday","12","West","20","15278","INDIANA","15TH PLACE","71.261"
"November 2024","Saturday","12","West","30","12805","INDIANA","16TH STREET","90.747"
"November 2024","Saturday","12","West","40","14760","MICHIGAN","16TH STREET","33.366"
"November 2024","Saturday","12","West","50","18318","MICHIGAN","14TH STREET","42.795"
"November 2024","Saturday","12","West","60","1579","MICHIGAN","13TH STREET","56.533"
"November 2024","Saturday","12","West","70","17084","ROOSEVELT","MICHIGAN","171.649"
"November 2024","Saturday","12","West","90","16140","ROOSEVELT","GREEN/ORANGE/RED LINE","689.462"
"November 2024","Saturday","12","West","100","16139","ROOSEVELT","STATE","214.879"
"November 2024","Saturday","12","West","110","15377","ROOSEVELT","CLARK","70.507"
"November 2024","Saturday","12","West","120","17517","ROOSEVELT","DELANO COURT","29.766"
"November 2024","Saturday","12","West","130","326","ROOSEVELT","327 WEST","3.82"
"November 2024","Saturday","12","West","140","327","ROOSEVELT","CANAL","151.787"
"November 2024","Saturday","12","West","150","18174","ROOSEVELT","JEFFERSON","122.758"
"November 2024","Saturday","12","West","170","17396","ROOSEVELT","HALSTED","107.994"
"November 2024","Saturday","12","West","180","332","ROOSEVELT","900 WEST","7.077"
"November 2024","Saturday","12","West","190","333","ROOSEVELT","MORGAN","16.916"
"November 2024","Saturday","12","West","200","334","ROOSEVELT","BLUE ISLAND","9.095"
"November 2024","Saturday","12","West","210","335","ROOSEVELT","MAY","2.4"
"November 2024","Saturday","12","West","220","336","ROOSEVELT","RACINE","59.102"
"November 2024","Saturday","12","West","230","337","ROOSEVELT","THROOP","20.857"
"November 2024","Saturday","12","West","240","16104","ROOSEVELT","LOOMIS","36.102"
"November 2024","Saturday","12","West","260","18395","ROOSEVELT","ASHLAND","121.26"
"November 2024","Saturday","12","West","270","341","ROOSEVELT","PAULINA","68.301"
"November 2024","Saturday","12","West","280","342","ROOSEVELT","WOOD","22.46"
"November 2024","Saturday","12","West","290","343","ROOSEVELT","WOLCOTT","0.395"
"November 2024","Saturday","12","West","300","344","ROOSEVELT","DAMEN","10.696"
"November 2024","Saturday","12","West","310","14205","TAYLOR","DAMEN","36.53"
"November 2024","Saturday","12","West","320","15415","TAYLOR","V.A. MEDICAL CENTER","0.627"
"November 2024","Saturday","12","West","330","14206","OGDEN","TAYLOR","7.409"
"November 2024","Saturday","12","West","340","14207","OGDEN","ROOSEVELT","4.531"
"November 2024","Saturday","12","West","350","348","ROOSEVELT","WESTERN","109.585"
"November 2024","Saturday","12","West","370","349","ROOSEVELT","CAMPBELL (east leg)","4.625"
"November 2024","Saturday","12","West","380","350","ROOSEVELT","TALMAN","2.196"
"November 2024","Saturday","12","West","390","351","ROOSEVELT","WASHTENAW","8.396"
"November 2024","Saturday","12","West","400","14981","ROOSEVELT","CALIFORNIA","93.013"
"November 2024","Saturday","12","West","410","353","ROOSEVELT","FRANCISCO","22.595"
"November 2024","Saturday","12","West","420","354","ROOSEVELT","SACRAMENTO","11.917"
"November 2024","Saturday","12","West","450","355","ROOSEVELT","ALBANY","14.852"
"November 2024","Saturday","12","West","460","356","ROOSEVELT","KEDZIE","69.602"
"November 2024","Saturday","12","West","480","357","ROOSEVELT","SPAULDING","27.476"
"November 2024","Saturday","12","West","490","358","ROOSEVELT","HOMAN","65.007"
"November 2024","Saturday","12","West","500","359","ROOSEVELT","ST. LOUIS","47.087"
"November 2024","Saturday","12","West","510","15938","ROOSEVELT","CENTRAL PARK","34.507"
"November 2024","Saturday","12","West","520","361","ROOSEVELT","LAWNDALE","6.37"
"November 2024","Saturday","12","West","530","362","ROOSEVELT","INDEPENDENCE","27.796"
"November 2024","Saturday","12","West","540","364","ROOSEVELT","SPRINGFIELD","16.005"
"November 2024","Saturday","12","West","560","365","ROOSEVELT","PULASKI","63.118"
"November 2024","Saturday","12","West","570","366","ROOSEVELT","KARLOV","9.766"
"November 2024","Saturday","12","West","580","367","ROOSEVELT","KEELER","13.183"
"November 2024","Saturday","12","West","590","368","ROOSEVELT","KILDARE","11.273"
"November 2024","Saturday","12","West","600","369","ROOSEVELT","KOSTNER","13.067"
"November 2024","Saturday","12","West","610","370","ROOSEVELT","KILBOURN","1.036"
"November 2024","Saturday","12","West","620","373","ROOSEVELT","47TH AVENUE","3.106"
"November 2024","Saturday","12","West","640","17425","ROOSEVELT","CICERO","23.775"
"November 2024","Saturday","12","West","650","375","ROOSEVELT","49TH AVENUE","0.965"
"November 2024","Saturday","12","West","660","376","ROOSEVELT","50TH AVENUE","1.803"
"November 2024","Saturday","12","West","670","377","ROOSEVELT","51ST AVENUE","2.012"
"November 2024","Saturday","12","West","680","17206","ROOSEVELT","LARAMIE","7.777"
"November 2024","Saturday","12","West","690","379","ROOSEVELT","5300 WEST","0.209"
"November 2024","Saturday","12","West","700","380","ROOSEVELT","54TH AVENUE","1.809"
"November 2024","Saturday","12","West","710","381","ROOSEVELT","5500 WEST","0.173"
"November 2024","Saturday","12","West","720","382","ROOSEVELT","CENTRAL","24.905"
"November 2024","Saturday","12","West","730","17223","CENTRAL","FILLMORE","12.142"
"November 2024","Saturday","12","West","750","11575","CENTRAL","HARRISON","0.64"
"November 2024","Saturday","J14","North","20","14155","103RD STREET","STONY ISLAND GARAGE","64.496"
"November 2024","Saturday","J14","North","30","5261","103RD STREET","LUELLA","11.418"
"November 2024","Saturday","J14","North","40","5264","103RD STREET","BENSLEY","48.296"
"November 2024","Saturday","J14","North","50","5266","TORRENCE","103RD STREET","19.182"
"November 2024","Saturday","J14","North","60","5269","100TH STREET","TORRENCE","29.709"
"November 2024","Saturday","J14","North","70","5273","100TH STREET","YATES","51.869"
"November 2024","Saturday","J14","North","80","5277","100TH STREET","PAXTON","36.315"
"November 2024","Saturday","J14","North","90","5280","VAN VLISSINGEN","99TH STREET","16.583"
"November 2024","Saturday","J14","North","100","5282","JEFFERY","97TH STREET","11.284"
"November 2024","Saturday","J14","North","110","5284","JEFFERY","95TH STREET","135.504"
"November 2024","Saturday","J14","North","130","5285","JEFFERY","93RD STREET","76.86"
"November 2024","Saturday","J14","North","140","5287","JEFFERY","91ST STREET","33.563"
"November 2024","Saturday","J14","North","150","5289","JEFFERY","89TH STREET","35.806"
"November 2024","Saturday","J14","North","160","15495","JEFFERY","87TH STREET","135.823"
"November 2024","Saturday","J14","North","170","5295","JEFFERY","83RD STREET/SOUTH CHICAGO","98.849"
"November 2024","Saturday","J14","North","180","5297","JEFFERY","81ST STREET","43.56"
"November 2024","Saturday","J14","North","200","5299","JEFFERY","79TH STREET","283.083"
"November 2024","Saturday","J14","North","210","17039","JEFFERY","77TH STREET","61.637"
"November 2024","Saturday","J14","North","220","5303","JEFFERY","75TH STREET","207.7"
"November 2024","Saturday","J14","North","230","5307","JEFFERY","71ST STREET","429.092"
"November 2024","Saturday","J14","North","240","5327","JEFFERY","67TH STREET","267.248"
"November 2024","Saturday","J14","North","270","14483","COLUMBUS","11TH ST.PEDESTRIAN BRIDGE","30.114"
"November 2024","Saturday","J14","North","280","4883","BALBO","COLUMBUS","1.839"
"November 2024","Saturday","J14","North","290","4884","BALBO","MICHIGAN","10.211"
"November 2024","Saturday","J14","North","300","14485","MICHIGAN","IDA B WELLS DRIVE","32.394"
"November 2024","Saturday","J14","North","310","76","MICHIGAN","JACKSON","38.143"
"November 2024","Saturday","J14","North","320","15241","MICHIGAN","MONROE","18.415"
"November 2024","Saturday","J14","North","340","450","MADISON","WABASH","42.646"
"November 2024","Saturday","J14","North","350","18126","MADISON","STATE/DEARBORN","74.669"
"November 2024","Saturday","J14","North","360","18123","MADISON","LASALLE","13.942"
"November 2024","Saturday","J14","North","370","18124","MADISON","FRANKLIN","1.956"
"November 2024","Saturday","J14","North","390","455","MADISON","CLINTON","8.173"
"November 2024","Saturday","J14","North","400","5516","JEFFERSON","WASHINGTON","0.348"
"November 2024","Saturday","J14","North","430","456","MADISON","JEFFERSON","0"
"November 2024","Saturday","J14","North","440","442","WASHINGTON","JEFFERSON","0.667"
"November 2024","Saturday","J14","South","20","442","WASHINGTON","JEFFERSON","134.036"
"November 2024","Saturday","J14","South","30","443","WASHINGTON","CANAL","147.039"
"November 2024","Saturday","J14","South","40","445","WASHINGTON","FRANKLIN","55.036"
"November 2024","Saturday","J14","South","50","446","WASHINGTON","LASALLE","117.852"
"November 2024","Saturday","J14","South","60","18122","WASHINGTON","CLARK/DEARBORN","89.483"
"November 2024","Saturday","J14","South","70","448","WASHINGTON","STATE","464.17"
"November 2024","Saturday","J14","South","80","449","WASHINGTON","WABASH (nearside GARLAND)","179.67"
"November 2024","Saturday","J14","South","100","18396","MICHIGAN","MONROE","207.09"
"November 2024","Saturday","J14","South","110","1110","MICHIGAN","JACKSON","87.829"
"November 2024","Saturday","J14","South","120","73","MICHIGAN","betw. VAN BUREN & IDA B. WELLS","53.408"
"November 2024","Saturday","J14","South","130","1586","MICHIGAN","HARRISON","47.984"
"November 2024","Saturday","J14","South","140","4870","BALBO","MICHIGAN","69.051"
"November 2024","Saturday","J14","South","150","4871","BALBO","COLUMBUS","1.073"
"November 2024","Saturday","J14","South","170","4872","COLUMBUS","11TH ST.PEDESTRIAN BRIDGE","77.359"
"November 2024","Saturday","J14","South","190","5209","JEFFERY","67TH STREET","88.133"
"November 2024","Saturday","J14","South","200","17564","JEFFERY","71ST STREET","166.579"
"November 2024","Saturday","J14","South","210","5217","JEFFERY","75TH STREET","46.096"
"November 2024","Saturday","J14","South","220","5219","JEFFERY","77TH STREET","7.353"
"November 2024","Saturday","J14","South","240","5221","JEFFERY","79TH STREET","72.214"
"November 2024","Saturday","J14","South","250","5223","JEFFERY","81ST STREET","6.454"
"November 2024","Saturday","J14","South","260","17899","JEFFERY","83RD STREET/SOUTH CHICAGO","18.525"
"November 2024","Saturday","J14","South","280","5229","JEFFERY","87TH STREET","27.739"
"November 2024","Saturday","J14","South","290","5231","JEFFERY","89TH STREET","2.923"
"November 2024","Saturday","J14","South","300","5233","JEFFERY","91ST STREET","3.683"
"November 2024","Saturday","J14","South","310","5235","JEFFERY","93RD STREET","26.519"
"November 2024","Saturday","J14","South","320","5236","JEFFERY","95TH STREET","48.95"
"November 2024","Saturday","J14","South","330","5238","JEFFERY","97TH STREET","1.993"
"November 2024","Saturday","J14","South","340","5240","VAN VLISSINGEN","99TH STREET","1.271"
"November 2024","Saturday","J14","South","350","17706","100TH STREET","PAXTON","3.363"
"November 2024","Saturday","J14","South","360","5246","100TH STREET","YATES","5.505"
"November 2024","Saturday","J14","South","370","5249","100TH STREET","HOXIE","6.01"
"November 2024","Saturday","J14","South","380","5255","103RD STREET","BENSLEY","7.43"
"November 2024","Saturday","J14","South","390","5258","103RD STREET","LUELLA","1.739"
"November 2024","Saturday","J14","South","410","14155","103RD STREET","STONY ISLAND GARAGE","4.34"
"November 2024","Saturday","15","North","20","14155","103RD STREET","STONY ISLAND GARAGE","71.317"
"November 2024","Saturday","15","North","30","5261","103RD STREET","LUELLA","7.427"
"November 2024","Saturday","15","North","40","5262","103RD STREET","OGLESBY","7.622"
"November 2024","Saturday","15","North","50","5324","YATES","103RD STREET","11.934"
"November 2024","Saturday","15","North","60","5325","YATES","102ND STREET","3.589"
"November 2024","Saturday","15","North","70","5326","YATES","101ST STREET","6.032"
"November 2024","Saturday","15","North","80","5273","100TH STREET","YATES","24.859"
"November 2024","Saturday","15","North","90","5274","100TH STREET","OGLESBY","1.872"
"November 2024","Saturday","15","North","100","5275","100TH STREET","CRANDON","1.533"
"November 2024","Saturday","15","North","110","5276","100TH STREET","LUELLA","1.537"
"November 2024","Saturday","15","North","120","5277","100TH STREET","PAXTON","27.257"
"November 2024","Saturday","15","North","130","5279","100TH STREET","CLYDE","0.696"
"November 2024","Saturday","15","North","140","5280","VAN VLISSINGEN","99TH STREET","10.183"
"November 2024","Saturday","15","North","150","5281","JEFFERY","98TH STREET","1.82"
"November 2024","Saturday","15","North","160","5282","JEFFERY","97TH STREET","1.95"
"November 2024","Saturday","15","North","170","5283","JEFFERY","96TH STREET","1.84"
"November 2024","Saturday","15","North","180","5284","JEFFERY","95TH STREET","76.133"
"November 2024","Saturday","15","North","190","5285","JEFFERY","93RD STREET","40.008"
"November 2024","Saturday","15","North","200","5286","JEFFERY","92ND STREET","2.497"
"November 2024","Saturday","15","North","210","5287","JEFFERY","91ST STREET","10.172"
"November 2024","Saturday","15","North","220","5288","JEFFERY","90TH STREET","0.765"
"November 2024","Saturday","15","North","230","5289","JEFFERY","89TH STREET","7.126"
"November 2024","Saturday","15","North","240","5290","JEFFERY","88TH STREET","0"
"November 2024","Saturday","15","North","250","15495","JEFFERY","87TH STREET","54.28"
"November 2024","Saturday","15","North","310","5292","JEFFERY","86TH STREET","5.256"
"November 2024","Saturday","15","North","320","5293","JEFFERY","85TH STREET","3.07"
"November 2024","Saturday","15","North","330","5294","JEFFERY","ANTHONY","5.081"
"November 2024","Saturday","15","North","340","5295","JEFFERY","83RD STREET/SOUTH CHICAGO","23.58"
"November 2024","Saturday","15","North","350","5296","JEFFERY","82ND STREET","1.548"
"November 2024","Saturday","15","North","360","5297","JEFFERY","81ST STREET","13.141"
"November 2024","Saturday","15","North","370","5298","JEFFERY","80TH STREET","0"
"November 2024","Saturday","15","North","390","5299","JEFFERY","79TH STREET","142.561"
"November 2024","Saturday","15","North","400","5300","JEFFERY","78TH STREET","6.484"
"November 2024","Saturday","15","North","410","17039","JEFFERY","77TH STREET","14.569"
"November 2024","Saturday","15","North","420","5302","JEFFERY","76TH STREET","5.527"
"November 2024","Saturday","15","North","430","5303","JEFFERY","75TH STREET","96.043"
"November 2024","Saturday","15","North","440","5304","JEFFERY","74TH STREET","11.444"
"November 2024","Saturday","15","North","450","5305","JEFFERY","73RD STREET","29.858"
"November 2024","Saturday","15","North","460","5306","JEFFERY","72ND STREET","18.111"
"November 2024","Saturday","15","North","470","5307","JEFFERY","71ST STREET","189.161"
"November 2024","Saturday","15","North","480","5308","JEFFERY","70TH STREET","8.647"
"November 2024","Saturday","15","North","490","5309","JEFFERY","69TH STREET","7.254"
"November 2024","Saturday","15","North","500","5310","JEFFERY","68TH STREET","12.325"
"November 2024","Saturday","15","North","520","5311","67TH STREET","JEFFERY","52.404"
"November 2024","Saturday","15","North","530","5312","67TH STREET","BENNETT","1.047"
"November 2024","Saturday","15","North","540","5313","67TH STREET","CREGIER","7.886"
"November 2024","Saturday","15","North","550","5314","67TH STREET","EAST END","5.945"
"November 2024","Saturday","15","North","560","5315","67TH STREET","CORNELL DRIVE","54.937"
"November 2024","Saturday","15","North","570","5317","STONY ISLAND","65TH STREET","5.474"
"November 2024","Saturday","15","North","600","5318","STONY ISLAND","64TH STREET","5.801"
"November 2024","Saturday","15","North","620","1509","STONY ISLAND","63RD STREET","32.894"
"November 2024","Saturday","15","North","630","1510","STONY ISLAND","62ND STREET","8.767"
"November 2024","Saturday","15","North","640","1512","STONY ISLAND","60TH STREET","0"
"November 2024","Saturday","15","North","650","1513","STONY ISLAND","59TH STREET","6.319"
"November 2024","Saturday","15","North","660","1514","STONY ISLAND","5800 SOUTH","0"
"November 2024","Saturday","15","North","670","1515","STONY ISLAND","57TH DRIVE","19.245"
"November 2024","Saturday","15","North","680","7130","STONY ISLAND","56TH STREET","2.6"
"November 2024","Saturday","15","North","690","7131","LAKE PARK","56TH STREET","5.714"
"November 2024","Saturday","15","North","700","7132","LAKE PARK","55TH STREET","39.458"
"November 2024","Saturday","15","North","710","7133","LAKE PARK","54TH STREET","5.034"
"November 2024","Saturday","15","North","720","7134","LAKE PARK","53RD STREET","57.221"
"November 2024","Saturday","15","North","730","7135","LAKE PARK","52ND STREET","21.56"
"November 2024","Saturday","15","North","750","1525","E HYDE PARK","LAKE PARK","146.088"
"November 2024","Saturday","15","North","770","15671","E HYDE PARK","BLACKSTONE","23.203"
"November 2024","Saturday","15","North","780","1527","E HYDE PARK","DORCHESTER","31.135"
"November 2024","Saturday","15","North","790","1528","E HYDE PARK","KENWOOD","34.507"
"November 2024","Saturday","15","North","800","1529","E HYDE PARK","KIMBARK","12.21"
"November 2024","Saturday","15","North","810","1530","E HYDE PARK","WOODLAWN","81.617"
"November 2024","Saturday","15","North","820","1533","E HYDE PARK","ELLIS (west leg)","23.253"
"November 2024","Saturday","15","North","830","14757","E HYDE PARK","DREXEL","42.488"
"November 2024","Saturday","15","North","840","1535","51ST STREET","COTTAGE GROVE","85.288"
"November 2024","Saturday","15","North","850","1536","51ST STREET","EVANS","7.212"
"November 2024","Saturday","15","North","860","1537","51ST STREET","CHAMPLAIN","12.499"
"November 2024","Saturday","15","North","870","1538","51ST STREET","ST. LAWRENCE","6.291"
"November 2024","Saturday","15","North","880","1539","51ST STREET","FORRESTVILLE","11.621"
"November 2024","Saturday","15","North","890","1540","51ST STREET","KING DRIVE (e. serv. dr.)","4.963"
"November 2024","Saturday","15","North","900","1541","51ST STREET","KING DRIVE (w. serv. dr.)","13.652"
"November 2024","Saturday","15","North","920","1542","51ST STREET","GREEN LINE STATION","27.338"
"November 2024","Saturday","15","North","930","1543","51ST STREET","INDIANA","6.644"
"November 2024","Saturday","15","North","940","9189","51ST STREET","MICHIGAN","3.458"
"November 2024","Saturday","15","North","950","9190","51ST STREET","WABASH","2.8"
"November 2024","Saturday","15","North","960","9191","51ST STREET","STATE","2.656"
"November 2024","Saturday","15","North","970","9192","51ST STREET","FEDERAL","2.279"
"November 2024","Saturday","15","North","980","15907","WENTWORTH","51ST STREET","0"
"November 2024","Saturday","15","North","1000","14784","47TH STREET","RED LINE STATION","0"
"November 2024","Saturday","15","South","20","14784","47TH STREET","RED LINE STATION","194.582"
"November 2024","Saturday","15","South","30","6516","WELLS","47TH STREET","29.537"
"November 2024","Saturday","15","South","40","6517","WELLS","48TH PLACE","0.29"
"November 2024","Saturday","15","South","50","6519","WELLS","50TH STREET","0.296"
"November 2024","Saturday","15","South","60","17898","51ST STREET","WENTWORTH","13.349"
"November 2024","Saturday","15","South","70","9185","51ST STREET","FEDERAL","0.353"
"November 2024","Saturday","15","South","80","9186","51ST STREET","STATE","14.361"
"November 2024","Saturday","15","South","90","9187","51ST STREET","WABASH","5.11"
"November 2024","Saturday","15","South","100","1627","51ST STREET","MICHIGAN","11.194"
"November 2024","Saturday","15","South","110","1628","51ST STREET","INDIANA","30.328"
"November 2024","Saturday","15","South","130","1629","51ST STREET","GREEN LINE STATION","150.683"
"November 2024","Saturday","15","South","140","1631","51ST STREET","KING DRIVE (e. serv. dr.)","81.12"
"November 2024","Saturday","15","South","150","1632","51ST STREET","FORRESTVILLE","19.085"
"November 2024","Saturday","15","South","160","1633","51ST STREET","ST. LAWRENCE","10.231"
"November 2024","Saturday","15","South","170","1634","51ST STREET","CHAMPLAIN","9.372"
"November 2024","Saturday","15","South","180","1635","51ST STREET","EVANS","5.124"
"November 2024","Saturday","15","South","190","1636","51ST STREET","COTTAGE GROVE","113.034"
"November 2024","Saturday","15","South","200","1637","51ST STREET","DREXEL SQUARE","4.554"
"November 2024","Saturday","15","South","210","1638","E HYDE PARK","DREXEL","34.054"
"November 2024","Saturday","15","South","220","1639","E HYDE PARK","ELLIS (east leg)","10.935"
"November 2024","Saturday","15","South","230","1642","E HYDE PARK","WOODLAWN","27.347"
"November 2024","Saturday","15","South","240","1643","E HYDE PARK","KIMBARK","7.964"
"November 2024","Saturday","15","South","250","1644","E HYDE PARK","KENWOOD","7.859"
"November 2024","Saturday","15","South","260","1645","E HYDE PARK","DORCHESTER","10.5"
"November 2024","Saturday","15","South","270","1646","E HYDE PARK","BLACKSTONE","5.856"
"November 2024","Saturday","15","South","280","1647","E HYDE PARK","LAKE PARK","44.462"
"November 2024","Saturday","15","South","300","7176","LAKE PARK","52ND STREET","37.32"
"November 2024","Saturday","15","South","310","17646","LAKE PARK","53RD STREET","87.745"
"November 2024","Saturday","15","South","320","7178","LAKE PARK","54TH STREET","5.658"
"November 2024","Saturday","15","South","330","7179","LAKE PARK","55TH STREET","91.315"
"November 2024","Saturday","15","South","340","7180","LAKE PARK","56TH STREET","3.286"
"November 2024","Saturday","15","South","350","7181","STONY ISLAND","56TH STREET","8.471"
"November 2024","Saturday","15","South","360","1656","STONY ISLAND","57TH STREET","18.642"
"November 2024","Saturday","15","South","370","1658","STONY ISLAND","59TH STREET","5.235"
"November 2024","Saturday","15","South","380","1659","STONY ISLAND","60TH STREET","8.559"
"November 2024","Saturday","15","South","390","1660","STONY ISLAND","61ST STREET","0"
"November 2024","Saturday","15","South","400","1661","STONY ISLAND","62ND STREET","11.276"
"November 2024","Saturday","15","South","430","5201","STONY ISLAND","63RD STREET","41.073"
"November 2024","Saturday","15","South","440","5202","STONY ISLAND","64TH STREET","12.365"
"November 2024","Saturday","15","South","450","5203","STONY ISLAND","65TH STREET","11.454"
"November 2024","Saturday","15","South","460","5205","67TH STREET","CORNELL","42.822"
"November 2024","Saturday","15","South","470","5206","67TH STREET","EAST END","8.307"
"November 2024","Saturday","15","South","480","5207","67TH STREET","CREGIER","9.878"
"November 2024","Saturday","15","South","490","5208","67TH STREET","BENNETT","3.177"
"November 2024","Saturday","15","South","510","5209","JEFFERY","67TH STREET","94.337"
"November 2024","Saturday","15","South","520","5210","JEFFERY","68TH STREET","10.957"
"November 2024","Saturday","15","South","530","5211","JEFFERY","69TH STREET","9.08"
"November 2024","Saturday","15","South","540","5212","JEFFERY","70TH STREET","6.593"
"November 2024","Saturday","15","South","550","17564","JEFFERY","71ST STREET","129.103"
"November 2024","Saturday","15","South","560","5214","JEFFERY","72ND STREET","21.919"
"November 2024","Saturday","15","South","570","5215","JEFFERY","73RD STREET","22.145"
"November 2024","Saturday","15","South","580","5216","JEFFERY","74TH STREET","5.423"
"November 2024","Saturday","15","South","590","5217","JEFFERY","75TH STREET","58.515"
