"MONTH","DAYTYPE","ROUTEA","DIRECTION","SORTORDER","CTASTOPID","STREET","CROSS_ST","BOARDINGS"
"November 2024","Weekday","1","North","20","15314","INDIANA","35TH STREET","15.83"
"November 2024","Weekday","1","North","30","1560","INDIANA","34TH STREET","3.242"
"November 2024","Weekday","1","North","40","16119","INDIANA","33RD BOULEVARD","18.032"
"November 2024","Weekday","1","North","50","1562","INDIANA","32ND STREET","11.29"
"November 2024","Weekday","1","North","60","1563","INDIANA","31ST STREET","14.924"
"November 2024","Weekday","1","North","70","1564","MICHIGAN","3000 SOUTH","6.504"
"November 2024","Weekday","1","North","80","1565","MICHIGAN","29TH STREET","14.825"
"November 2024","Weekday","1","North","90","1566","MICHIGAN","28TH STREET","8.97"
"November 2024","Weekday","1","North","100","1567","MICHIGAN","26TH STREET","25.366"
"November 2024","Weekday","1","North","110","1568","MICHIGAN","25TH STREET","3.746"
"November 2024","Weekday","1","North","120","15313","MICHIGAN","24TH STREET","5.148"
"November 2024","Weekday","1","North","130","1570","MICHIGAN","23RD STREET","10.96"
"November 2024","Weekday","1","North","140","15312","MICHIGAN","CERMAK","14.399"
"November 2024","Weekday","1","North","150","1573","MICHIGAN","21ST STREET","11.71"
"November 2024","Weekday","1","North","160","1574","MICHIGAN","CULLERTON","40.037"
"November 2024","Weekday","1","North","170","1575","MICHIGAN","18TH STREET","37.848"
"November 2024","Weekday","1","North","190","14760","MICHIGAN","16TH STREET","37.992"
"November 2024","Weekday","1","North","200","18318","MICHIGAN","14TH STREET","36.114"
"November 2024","Weekday","1","North","210","1579","MICHIGAN","13TH STREET","33.374"
"November 2024","Weekday","1","North","220","1580","MICHIGAN","ROOSEVELT","28.634"
"November 2024","Weekday","1","North","230","1581","MICHIGAN","11TH STREET","16.35"
"November 2024","Weekday","1","North","240","1582","MICHIGAN","9TH STREET","9.174"
"November 2024","Weekday","1","North","250","1583","MICHIGAN","8TH STREET","13.586"
"November 2024","Weekday","1","North","260","1584","MICHIGAN","BALBO","7.547"
"November 2024","Weekday","1","North","270","14485","MICHIGAN","IDA B WELLS DRIVE","18.801"
"November 2024","Weekday","1","North","280","75","MICHIGAN","VAN BUREN","15.088"
"November 2024","Weekday","1","North","300","77","ADAMS","WABASH","26.103"
"November 2024","Weekday","1","North","310","4732","ADAMS","STATE","36.978"
"November 2024","Weekday","1","North","320","17046","ADAMS","CLARK","7.461"
"November 2024","Weekday","1","North","330","80","ADAMS","WELLS","5.235"
"November 2024","Weekday","1","North","340","1108","ADAMS","S. WACKER","1.875"
"November 2024","Weekday","1","North","360","4992","CLINTON","QUINCY","0.517"
"November 2024","Weekday","1","North","370","12713","ADAMS","CANAL","0"
"November 2024","Weekday","1","North","390","13155","DESPLAINES","HARRISON","0.062"
"November 2024","Weekday","1","South","20","13155","DESPLAINES","HARRISON","22.246"
"November 2024","Weekday","1","South","30","18661","JEFFERSON","HARRISON","2.189"
"November 2024","Weekday","1","South","40","18498","JEFFERSON","VAN BUREN","5.673"
"November 2024","Weekday","1","South","50","67","JACKSON","CANAL","60.573"
"November 2024","Weekday","1","South","60","14461","JACKSON","CHICAGO RIVER","108.826"
"November 2024","Weekday","1","South","70","68","JACKSON","FRANKLIN","77.003"
"November 2024","Weekday","1","South","80","69","JACKSON","FINANCIAL PLACE","37.11"
"November 2024","Weekday","1","South","90","70","JACKSON","DEARBORN","27.052"
"November 2024","Weekday","1","South","100","71","JACKSON","STATE","14.158"
"November 2024","Weekday","1","South","110","72","JACKSON","WABASH","9.156"
"November 2024","Weekday","1","South","130","73","MICHIGAN","betw. VAN BUREN & IDA B. WELLS","22.86"
"November 2024","Weekday","1","South","140","1586","MICHIGAN","HARRISON","5.031"
"November 2024","Weekday","1","South","150","1587","MICHIGAN","BALBO","14.414"
"November 2024","Weekday","1","South","160","1588","MICHIGAN","8TH STREET","5.889"
"November 2024","Weekday","1","South","170","1589","MICHIGAN","9TH STREET","2.554"
"November 2024","Weekday","1","South","180","1590","MICHIGAN","11TH STREET","6.063"
"November 2024","Weekday","1","South","190","1591","MICHIGAN","ROOSEVELT","38.418"
"November 2024","Weekday","1","South","200","1592","MICHIGAN","13TH STREET","6.789"
"November 2024","Weekday","1","South","210","1593","MICHIGAN","14TH STREET","6.111"
"November 2024","Weekday","1","South","230","1595","MICHIGAN","16TH STREET","5.235"
"November 2024","Weekday","1","South","240","1596","MICHIGAN","18TH STREET","2.943"
"November 2024","Weekday","1","South","250","1597","MICHIGAN","CULLERTON","4.091"
"November 2024","Weekday","1","South","260","1598","MICHIGAN","21ST STREET","3.818"
"November 2024","Weekday","1","South","270","1599","MICHIGAN","CERMAK","6.074"
"November 2024","Weekday","1","South","280","16014","MICHIGAN","23RD STREET","1.058"
"November 2024","Weekday","1","South","290","17243","MICHIGAN","24TH STREET","0.675"
"November 2024","Weekday","1","South","300","1602","MICHIGAN","25TH STREET","0.515"
"November 2024","Weekday","1","South","310","1603","MICHIGAN","26TH STREET","2.454"
"November 2024","Weekday","1","South","320","1604","MICHIGAN","28TH STREET","3.725"
"November 2024","Weekday","1","South","330","1605","MICHIGAN","29TH STREET","4.685"
"November 2024","Weekday","1","South","340","1606","MICHIGAN","3000 SOUTH","0.587"
"November 2024","Weekday","1","South","350","1607","MICHIGAN","31ST STREET","1.286"
"November 2024","Weekday","1","South","360","1608","MICHIGAN","32ND STREET","0.443"
"November 2024","Weekday","1","South","370","1609","MICHIGAN","33RD STREET","0.128"
"November 2024","Weekday","1","South","390","1610","MICHIGAN","34TH STREET","0.101"
"November 2024","Weekday","2","North","30","2498","COTTAGE GROVE","59TH STREET","1.621"
"November 2024","Weekday","2","North","40","2499","COTTAGE GROVE","58TH STREET","5.04"
"November 2024","Weekday","2","North","50","15164","COTTAGE GROVE","57TH STREET","2.088"
"November 2024","Weekday","2","North","60","2501","COTTAGE GROVE","56TH STREET","0.494"
"November 2024","Weekday","2","North","70","15148","COTTAGE GROVE","55TH STREET","4.37"
"November 2024","Weekday","2","North","80","2503","COTTAGE GROVE","54TH STREET","4.239"
"November 2024","Weekday","2","North","90","2504","COTTAGE GROVE","53RD STREET","13.036"
"November 2024","Weekday","2","North","100","2505","COTTAGE GROVE","52ND STREET","4.165"
"November 2024","Weekday","2","North","120","2506","COTTAGE GROVE","DREXEL SQUARE DRIVE","5.597"
"November 2024","Weekday","2","North","130","9188","PAYNE","COTTAGE GROVE","1.688"
"November 2024","Weekday","2","North","140","1638","E HYDE PARK","DREXEL","33.565"
"November 2024","Weekday","2","North","150","1639","E HYDE PARK","ELLIS (east leg)","30.499"
"November 2024","Weekday","2","North","160","1642","E HYDE PARK","WOODLAWN","38.01"
"November 2024","Weekday","2","North","170","1643","E HYDE PARK","KIMBARK","10.411"
"November 2024","Weekday","2","North","180","1644","E HYDE PARK","KENWOOD","20.112"
"November 2024","Weekday","2","North","190","1645","E HYDE PARK","DORCHESTER","25.872"
"November 2024","Weekday","2","North","200","1646","E HYDE PARK","BLACKSTONE","14.23"
"November 2024","Weekday","2","North","220","5037","LAKE PARK","E. HYDE PARK BLVD","45.092"
"November 2024","Weekday","2","North","230","7137","LAKE PARK","5000 SOUTH","0.169"
"November 2024","Weekday","2","North","240","5038","LAKE PARK","49TH STREET","3.815"
"November 2024","Weekday","2","North","250","5039","LAKE PARK","48TH STREET","11.297"
"November 2024","Weekday","2","North","260","5040","LAKE PARK","47TH STREET TERMINAL","34.123"
"November 2024","Weekday","2","North","270","14510","MIDWAY PLAIS","COTTAGE GROVE","21.85"
"November 2024","Weekday","2","North","280","15432","60TH STREET","COTTAGE GROVE","2.78"
"November 2024","Weekday","2","North","290","18050","60TH STREET","915 EAST","12.526"
"November 2024","Weekday","2","North","300","14019","60TH STREET","ELLIS","41.9"
"November 2024","Weekday","2","North","310","17057","60TH STREET","1111 EAST","17.256"
"November 2024","Weekday","2","North","320","14020","60TH STREET","UNIVERSITY","25.47"
"November 2024","Weekday","2","North","330","15433","60TH STREET","WOODLAWN","42.029"
"November 2024","Weekday","2","North","340","17902","60TH STREET","KENWOOD","0.626"
"November 2024","Weekday","2","North","350","14458","60TH STREET","BLACKSTONE","0.142"
"November 2024","Weekday","2","North","360","14885","60TH STREET","STONY ISLAND","0"
"November 2024","Weekday","2","North","370","1513","STONY ISLAND","59TH STREET","5.819"
"November 2024","Weekday","2","North","380","1514","STONY ISLAND","5800 SOUTH","14.24"
"November 2024","Weekday","2","North","390","1515","STONY ISLAND","57TH DRIVE","34.958"
"November 2024","Weekday","2","North","410","14483","COLUMBUS","11TH ST.PEDESTRIAN BRIDGE","9.61"
"November 2024","Weekday","2","North","420","4883","BALBO","COLUMBUS","0.448"
"November 2024","Weekday","2","North","430","4884","BALBO","MICHIGAN","3.47"
"November 2024","Weekday","2","North","450","15482","BALBO","STATE","7.179"
"November 2024","Weekday","2","North","470","15052","STATE","betw HARRISON & IDA B WELLS DRIVE","14.518"
"November 2024","Weekday","2","North","480","1113","STATE","VAN BUREN","24.491"
"November 2024","Weekday","2","North","490","1115","STATE","ADAMS","17.472"
"November 2024","Weekday","2","North","500","1117","STATE","MADISON","21.825"
"November 2024","Weekday","2","North","510","1437","STATE","RANDOLPH","29.055"
"November 2024","Weekday","2","North","520","1438","STATE","LAKE","83.978"
"November 2024","Weekday","2","North","540","1439","STATE","E. WACKER","6.034"
"November 2024","Weekday","2","North","550","1121","MICHIGAN","E. WACKER","3.893"
"November 2024","Weekday","2","North","560","1122","MICHIGAN","HUBBARD (TRIBUNE BLDG.)","3.215"
"November 2024","Weekday","2","North","570","1123","MICHIGAN","GRAND","2.803"
"November 2024","Weekday","2","North","590","5013","OHIO","ST. CLAIR","2.559"
"November 2024","Weekday","2","North","600","587","FAIRBANKS","OHIO","1.877"
"November 2024","Weekday","2","North","610","754","ILLINOIS","McCLURG","1.115"
"November 2024","Weekday","2","North","620","755","ILLINOIS","PESHTIGO","0.099"
"November 2024","Weekday","2","North","630","756","ILLINOIS","LAKE SHORE","0.16"
"November 2024","Weekday","2","North","650","18620","NAVY PIER","TERMINAL","0"
"November 2024","Weekday","2","South","20","18620","NAVY PIER","TERMINAL","30.345"
"November 2024","Weekday","2","South","30","759","GRAND","STREETER","14.445"
"November 2024","Weekday","2","South","40","760","GRAND","PESHTIGO","24.441"
"November 2024","Weekday","2","South","50","589","GRAND","McCLURG","58.747"
"November 2024","Weekday","2","South","60","590","GRAND","FAIRBANKS/COLUMBUS","20.262"
"November 2024","Weekday","2","South","70","5004","ONTARIO","FAIRBANKS","52.19"
"November 2024","Weekday","2","South","80","5005","ONTARIO","ST. CLAIR","41.965"
"November 2024","Weekday","2","South","90","1101","MICHIGAN","OHIO","51.413"
"November 2024","Weekday","2","South","110","1102","MICHIGAN","ILLINOIS","28.635"
"November 2024","Weekday","2","South","120","1103","MICHIGAN","HUBBARD (WRIGLEY BLDG.)","28.812"
"November 2024","Weekday","2","South","130","1421","WACKER (upper)","MICHIGAN","50.212"
"November 2024","Weekday","2","South","140","1423","STATE","LAKE","65.332"
"November 2024","Weekday","2","South","160","1425","STATE","WASHINGTON","102.612"
"November 2024","Weekday","2","South","170","1427","STATE","MONROE","61.439"
"November 2024","Weekday","2","South","180","1429","STATE","JACKSON","63.693"
"November 2024","Weekday","2","South","190","1430","STATE","VAN BUREN","72.459"
"November 2024","Weekday","2","South","200","1431","STATE","IDA B WELLS DRIVE & HARRISON","26.533"
"November 2024","Weekday","2","South","210","14645","BALBO","STATE","29.727"
"November 2024","Weekday","2","South","230","4870","BALBO","MICHIGAN","12.828"
"November 2024","Weekday","2","South","240","4871","BALBO","COLUMBUS","3.268"
"November 2024","Weekday","2","South","250","4872","COLUMBUS","11TH ST.PEDESTRIAN BRIDGE","8.063"
"November 2024","Weekday","2","South","260","5033","LAKE PARK","47TH STREET","7.857"
"November 2024","Weekday","2","South","270","5034","LAKE PARK","48TH STREET","0.506"
"November 2024","Weekday","2","South","280","5035","LAKE PARK","49TH STREET","0.214"
"November 2024","Weekday","2","South","290","7175","LAKE PARK","5000 SOUTH","0.477"
"November 2024","Weekday","2","South","300","5036","LAKE PARK","185' north of HYDE PARK","3.024"
"November 2024","Weekday","2","South","320","1525","E HYDE PARK","LAKE PARK","18.091"
"November 2024","Weekday","2","South","330","15671","E HYDE PARK","BLACKSTONE","5.329"
"November 2024","Weekday","2","South","340","1527","E HYDE PARK","DORCHESTER","1.889"
"November 2024","Weekday","2","South","350","1528","E HYDE PARK","KENWOOD","1.601"
"November 2024","Weekday","2","South","360","1529","E HYDE PARK","KIMBARK","1.388"
"November 2024","Weekday","2","South","370","1530","E HYDE PARK","WOODLAWN","2.58"
"November 2024","Weekday","2","South","380","1533","E HYDE PARK","ELLIS (west leg)","1.08"
"November 2024","Weekday","2","South","400","2554","COTTAGE GROVE","PAYNE","0.24"
"November 2024","Weekday","2","South","410","2555","COTTAGE GROVE","52ND STREET","0.104"
"November 2024","Weekday","2","South","420","2556","COTTAGE GROVE","53RD STREET","0.365"
"November 2024","Weekday","2","South","430","2557","COTTAGE GROVE","54TH STREET","0.76"
"November 2024","Weekday","2","South","440","2558","COTTAGE GROVE","55TH STREET","1.034"
"November 2024","Weekday","2","South","450","2559","COTTAGE GROVE","56TH STREET","0.37"
"November 2024","Weekday","2","South","460","2560","COTTAGE GROVE","57TH STREET","0.688"
"November 2024","Weekday","2","South","470","2561","COTTAGE GROVE","58TH STREET","0.623"
"November 2024","Weekday","2","South","480","2562","COTTAGE GROVE","59TH STREET","0.075"
"November 2024","Weekday","2","South","500","1656","STONY ISLAND","57TH STREET","1.083"
"November 2024","Weekday","2","South","510","1658","STONY ISLAND","59TH STREET","0.075"
"November 2024","Weekday","2","South","520","15428","60TH STREET","KIMBARK","0.075"
"November 2024","Weekday","2","South","530","15429","60TH STREET","WOODLAWN","0.072"
"November 2024","Weekday","2","South","540","17903","60TH STREET","UNIVERSITY","0.218"
"November 2024","Weekday","2","South","550","14032","60TH STREET","ELLIS","0.222"
"November 2024","Weekday","2","South","560","15431","60TH STREET","COTTAGE GROVE","0.163"
"November 2024","Weekday","2","South","590","14510","MIDWAY PLAIS","COTTAGE GROVE","0"
"November 2024","Weekday","3","North","20","15999","STATE","95TH STREET","190.752"
"November 2024","Weekday","3","North","30","2816","95TH STREET","MICHIGAN","106.211"
"November 2024","Weekday","3","North","40","2817","95TH STREET","INDIANA","5.616"
"November 2024","Weekday","3","North","50","2818","95TH STREET","FOREST","156.706"
"November 2024","Weekday","3","North","60","16001","KING DRIVE","95TH STREET","58.271"
"November 2024","Weekday","3","North","70","2106","KING DRIVE","94TH STREET","15.13"
"November 2024","Weekday","3","North","80","2107","KING DRIVE","93RD STREET","22.615"
"November 2024","Weekday","3","North","90","2108","KING DRIVE","BURNSIDE","7.466"
"November 2024","Weekday","3","North","100","2109","KING DRIVE","91ST STREET","17.779"
"November 2024","Weekday","3","North","110","2110","KING DRIVE","90TH STREET","13.512"
"November 2024","Weekday","3","North","120","18432","KING DRIVE","89TH STREET","10.125"
"November 2024","Weekday","3","North","130","2112","KING DRIVE","88TH STREET","8.145"
"November 2024","Weekday","3","North","140","2113","KING DRIVE","87TH STREET","175.515"
"November 2024","Weekday","3","North","150","2114","KING DRIVE","86TH STREET","9.692"
"November 2024","Weekday","3","North","160","2115","KING DRIVE","85TH STREET","8.209"
"November 2024","Weekday","3","North","170","2116","KING DRIVE","84TH STREET","5.903"
"November 2024","Weekday","3","North","180","2117","KING DRIVE","83RD STREET","67.078"
"November 2024","Weekday","3","North","190","2118","KING DRIVE","82ND STREET","30.414"
"November 2024","Weekday","3","North","200","2119","KING DRIVE","81ST STREET","40.497"
"November 2024","Weekday","3","North","210","2120","KING DRIVE","80TH STREET","12.761"
"November 2024","Weekday","3","North","230","2121","KING DRIVE","79TH STREET","256.288"
"November 2024","Weekday","3","North","240","2122","KING DRIVE","78TH STREET","16.457"
"November 2024","Weekday","3","North","250","2123","KING DRIVE","77TH STREET","23.213"
"November 2024","Weekday","3","North","260","2124","KING DRIVE","76TH STREET","28.973"
"November 2024","Weekday","3","North","270","2125","KING DRIVE","75TH STREET","183.617"
"November 2024","Weekday","3","North","280","2126","KING DRIVE","74TH STREET","24.494"
"November 2024","Weekday","3","North","290","17381","KING DRIVE","73RD STREET","31.951"
"November 2024","Weekday","3","North","300","2128","KING DRIVE","72ND STREET","18.016"
"November 2024","Weekday","3","North","310","2129","KING DRIVE","71ST STREET","180.047"
"November 2024","Weekday","3","North","320","2130","KING DRIVE","70TH STREET","23.248"
"November 2024","Weekday","3","North","330","2131","KING DRIVE","69TH STREET","136.418"
"November 2024","Weekday","3","North","340","2132","KING DRIVE","ANTHONY","16.756"
"November 2024","Weekday","3","North","350","2133","KING DRIVE","SOUTH CHICAGO/MARQUETTE","8.248"
"November 2024","Weekday","3","North","360","2134","KING DRIVE","MARQUETTE RD","10.187"
"November 2024","Weekday","3","North","370","2135","KING DRIVE","66TH STREET","42.557"
"November 2024","Weekday","3","North","380","2136","KING DRIVE","65TH STREET","52.377"
"November 2024","Weekday","3","North","390","2137","KING DRIVE","64TH STREET","49.359"
"November 2024","Weekday","3","North","410","2138","KING DRIVE","63RD STREET","165.313"
"November 2024","Weekday","3","North","420","2139","KING DRIVE","62ND STREET","36.895"
"November 2024","Weekday","3","North","430","2140","KING DRIVE","61ST STREET","95.877"
"November 2024","Weekday","3","North","440","2141","KING DRIVE","60TH STREET","50.581"
"November 2024","Weekday","3","North","450","2142","KING DRIVE","59TH STREET","38.352"
"November 2024","Weekday","3","North","460","2143","KING DRIVE","58TH STREET","15.955"
"November 2024","Weekday","3","North","470","15486","KING DRIVE","57TH STREET","25.105"
"November 2024","Weekday","3","North","480","2145","KING DRIVE","56TH STREET","15.181"
"November 2024","Weekday","3","North","490","2146","KING DRIVE","GARFIELD (south leg)","71.774"
"November 2024","Weekday","3","North","500","2147","KING DRIVE","GARFIELD (north leg)","36.108"
"November 2024","Weekday","3","North","510","2148","KING DRIVE","54TH STREET","15.961"
"November 2024","Weekday","3","North","520","2149","KING DRIVE","53RD STREET","21.808"
"November 2024","Weekday","3","North","530","2150","KING DRIVE","5200 SOUTH","8.893"
"November 2024","Weekday","3","North","540","2151","KING DRIVE","51ST STREET","118.146"
"November 2024","Weekday","3","North","550","2152","KING DRIVE","50TH STREET","15.617"
"November 2024","Weekday","3","North","560","2153","KING DRIVE","49TH STREET","32.102"
"November 2024","Weekday","3","North","570","2154","KING DRIVE","48TH STREET","31.717"
"November 2024","Weekday","3","North","590","2155","KING DRIVE","47TH STREET","135.743"
"November 2024","Weekday","3","North","600","2156","KING DRIVE","46TH STREET","12.341"
"November 2024","Weekday","3","North","610","2157","KING DRIVE","45TH STREET","22.797"
"November 2024","Weekday","3","North","620","2158","KING DRIVE","44TH STREET","15.944"
"November 2024","Weekday","3","North","630","2159","KING DRIVE","43RD STREET","61.02"
"November 2024","Weekday","3","North","640","2160","KING DRIVE","42ND STREET","49.04"
"November 2024","Weekday","3","North","650","2161","KING DRIVE","41ST STREET","99.427"
"November 2024","Weekday","3","North","660","2162","KING DRIVE","OAKWOOD BOULEVARD","12.911"
"November 2024","Weekday","3","North","670","2163","KING DRIVE","PERSHING","74.729"
"November 2024","Weekday","3","North","680","2164","KING DRIVE","38TH STREET","28.872"
"November 2024","Weekday","3","North","690","2165","KING DRIVE","37TH STREET","15.651"
"November 2024","Weekday","3","North","700","2166","KING DRIVE","3600 SOUTH","8.893"
"November 2024","Weekday","3","North","720","2167","KING DRIVE","35TH STREET","165.558"
"November 2024","Weekday","3","North","730","2168","KING DRIVE","33RD PLACE","94.217"
"November 2024","Weekday","3","North","740","2169","KING DRIVE","33RD STREET","202.817"
"November 2024","Weekday","3","North","750","2170","KING DRIVE","32ND STREET","223.239"
"November 2024","Weekday","3","North","760","2171","KING DRIVE","31ST STREET","22.891"
"November 2024","Weekday","3","North","770","2178","KING DRIVE","30TH STREET","172.281"
"November 2024","Weekday","3","North","780","2179","KING DRIVE","29TH STREET","233.915"
"November 2024","Weekday","3","North","790","2180","KING DRIVE","2800 SOUTH","123.586"
"November 2024","Weekday","3","North","800","2181","KING DRIVE","26TH STREET","59.029"
"November 2024","Weekday","3","North","810","17397","KING DRIVE","25TH STREET","31.133"
"November 2024","Weekday","3","North","820","14559","KING DRIVE","McCORMICK SQ (2300 S)","117.499"
"November 2024","Weekday","3","North","830","18353","CERMAK","PRAIRIE","48.826"
"November 2024","Weekday","3","North","850","15312","MICHIGAN","CERMAK","55.949"
"November 2024","Weekday","3","North","860","1573","MICHIGAN","21ST STREET","32.642"
"November 2024","Weekday","3","North","870","1574","MICHIGAN","CULLERTON","105.953"
"November 2024","Weekday","3","North","880","1575","MICHIGAN","18TH STREET","77.37"
"November 2024","Weekday","3","North","890","14760","MICHIGAN","16TH STREET","95.026"
"November 2024","Weekday","3","North","900","18318","MICHIGAN","14TH STREET","110.661"
"November 2024","Weekday","3","North","910","1579","MICHIGAN","13TH STREET","96.626"
"November 2024","Weekday","3","North","920","1580","MICHIGAN","ROOSEVELT","149.099"
"November 2024","Weekday","3","North","930","1581","MICHIGAN","11TH STREET","73.113"
"November 2024","Weekday","3","North","940","1582","MICHIGAN","9TH STREET","40.546"
"November 2024","Weekday","3","North","950","1583","MICHIGAN","8TH STREET","52.384"
"November 2024","Weekday","3","North","960","1584","MICHIGAN","BALBO","38.07"
"November 2024","Weekday","3","North","970","14485","MICHIGAN","IDA B WELLS DRIVE","55.76"
"November 2024","Weekday","3","North","990","76","MICHIGAN","JACKSON","65.259"
"November 2024","Weekday","3","North","1000","15241","MICHIGAN","MONROE","91.904"
"November 2024","Weekday","3","North","1010","2188","MICHIGAN","MADISON","72.88"
"November 2024","Weekday","3","North","1020","1119","MICHIGAN","RANDOLPH","139.395"
"November 2024","Weekday","3","North","1030","1120","MICHIGAN","SOUTH WATER","82.373"
"November 2024","Weekday","3","North","1040","1121","MICHIGAN","E. WACKER","24.363"
"November 2024","Weekday","3","North","1060","1122","MICHIGAN","HUBBARD (TRIBUNE BLDG.)","17.604"
"November 2024","Weekday","3","North","1070","1123","MICHIGAN","GRAND","10.85"
"November 2024","Weekday","3","North","1080","1124","MICHIGAN","ONTARIO","10.967"
"November 2024","Weekday","3","North","1090","1125","MICHIGAN","HURON","6.138"
"November 2024","Weekday","3","North","1110","1126","MICHIGAN","CHICAGO","6.416"
"November 2024","Weekday","3","North","1120","15282","CHICAGO","MIES VAN DER ROHE","2.501"
"November 2024","Weekday","3","North","1130","582","CHICAGO","FAIRBANKS","1.129"
"November 2024","Weekday","3","North","1140","584","FAIRBANKS","HURON","2.983"
"November 2024","Weekday","3","North","1160","14799","ONTARIO","FAIRBANKS","0.085"
"November 2024","Weekday","3","South","20","14799","ONTARIO","FAIRBANKS","102.529"
"November 2024","Weekday","3","South","30","593","FAIRBANKS","ERIE","136.975"
"November 2024","Weekday","3","South","40","595","FAIRBANKS","SUPERIOR","116.805"
"November 2024","Weekday","3","South","50","597","CHICAGO","MIES VAN DER ROHE","192.959"
"November 2024","Weekday","3","South","70","14488","MICHIGAN","SUPERIOR","378.923"
"November 2024","Weekday","3","South","80","1100","MICHIGAN","ERIE","309.748"
"November 2024","Weekday","3","South","90","1101","MICHIGAN","OHIO","277.602"
"November 2024","Weekday","3","South","100","1102","MICHIGAN","ILLINOIS","162.383"
"November 2024","Weekday","3","South","110","1103","MICHIGAN","HUBBARD (WRIGLEY BLDG.)","177.533"
"November 2024","Weekday","3","South","130","1104","MICHIGAN","SOUTH WATER","105.802"
"November 2024","Weekday","3","South","140","1105","MICHIGAN","betw. LAKE & RANDOLPH","214.478"
"November 2024","Weekday","3","South","150","1106","MICHIGAN","WASHINGTON","264.81"
"November 2024","Weekday","3","South","160","18396","MICHIGAN","MONROE","311.198"
"November 2024","Weekday","3","South","170","1110","MICHIGAN","JACKSON","237.435"
"November 2024","Weekday","3","South","180","73","MICHIGAN","betw. VAN BUREN & IDA B. WELLS","198.647"
"November 2024","Weekday","3","South","200","1586","MICHIGAN","HARRISON","57.177"
"November 2024","Weekday","3","South","210","1587","MICHIGAN","BALBO","64.988"
"November 2024","Weekday","3","South","220","1588","MICHIGAN","8TH STREET","40.541"
"November 2024","Weekday","3","South","230","1589","MICHIGAN","9TH STREET","19.459"
"November 2024","Weekday","3","South","240","1590","MICHIGAN","11TH STREET","52.142"
"November 2024","Weekday","3","South","250","1591","MICHIGAN","ROOSEVELT","381.734"
"November 2024","Weekday","3","South","260","1592","MICHIGAN","13TH STREET","36.545"
"November 2024","Weekday","3","South","270","1593","MICHIGAN","14TH STREET","34.364"
"November 2024","Weekday","3","South","280","1595","MICHIGAN","16TH STREET","32.314"
"November 2024","Weekday","3","South","290","1596","MICHIGAN","18TH STREET","22.8"
"November 2024","Weekday","3","South","300","1597","MICHIGAN","CULLERTON","46.276"
"November 2024","Weekday","3","South","310","1598","MICHIGAN","21ST STREET","37.851"
"November 2024","Weekday","3","South","330","2190","CERMAK","INDIANA","76.124"
"November 2024","Weekday","3","South","340","2192","KING DRIVE","McCORMICK SQ (2300 S)","87.425"
"November 2024","Weekday","3","South","370","17569","MICHIGAN","26TH STREET","0.364"
"November 2024","Weekday","3","South","380","1568","MICHIGAN","25TH STREET","0"
"November 2024","Weekday","3","South","390","15739","25TH STREET","MICHIGAN","0.395"
"November 2024","Weekday","3","South","400","2193","KING DRIVE","25TH STREET","58.427"
"November 2024","Weekday","3","South","410","2194","KING DRIVE","26TH STREET","69.313"
"November 2024","Weekday","3","South","420","2195","KING DRIVE","2800 SOUTH","32.831"
"November 2024","Weekday","3","South","430","2196","KING DRIVE","29TH STREET","92.476"
"November 2024","Weekday","3","South","450","2197","KING DRIVE","3000 SOUTH","91.342"
"November 2024","Weekday","3","South","460","2198","KING DRIVE","31ST STREET","27.599"
"November 2024","Weekday","3","South","470","2199","KING DRIVE","32ND STREET","34.003"
"November 2024","Weekday","3","South","480","17300","KING DRIVE","33RD STREET","79.631"
"November 2024","Weekday","3","South","500","7686","35TH STREET","GILES","1.61"
"November 2024","Weekday","3","South","520","2202","KING DRIVE","35TH STREET","329.795"
"November 2024","Weekday","3","South","530","2203","KING DRIVE","3600 SOUTH","3.368"
"November 2024","Weekday","3","South","540","2204","KING DRIVE","37TH STREET","28.512"
"November 2024","Weekday","3","South","550","2205","KING DRIVE","38TH STREET","64.96"
"November 2024","Weekday","3","South","570","7732","PERSHING","GILES","1.74"
"November 2024","Weekday","3","South","580","2206","KING DRIVE","PERSHING","138.194"
"November 2024","Weekday","3","South","590","2207","KING DRIVE","OAKWOOD BOULEVARD","1.274"
"November 2024","Weekday","3","South","600","2208","KING DRIVE","41ST STREET","86.636"
"November 2024","Weekday","3","South","610","2209","KING DRIVE","42ND STREET","18.411"
"November 2024","Weekday","3","South","620","2210","KING DRIVE","43RD STREET","59.873"
"November 2024","Weekday","3","South","630","2211","KING DRIVE","44TH STREET","15.677"
"November 2024","Weekday","3","South","640","2212","KING DRIVE","45TH STREET","27.134"
"November 2024","Weekday","3","South","650","2213","KING DRIVE","46TH STREET","134.434"
"November 2024","Weekday","3","South","670","2214","KING DRIVE","47TH STREET","5.521"
"November 2024","Weekday","3","South","680","2215","KING DRIVE","48TH STREET","36.661"
"November 2024","Weekday","3","South","690","2216","KING DRIVE","49TH STREET","23.642"
"November 2024","Weekday","3","South","700","2217","KING DRIVE","50TH STREET","10.197"
"November 2024","Weekday","3","South","710","2218","KING DRIVE","51ST STREET","165.321"
"November 2024","Weekday","3","South","720","2219","KING DRIVE","5200 SOUTH","5.561"
"November 2024","Weekday","3","South","730","2220","KING DRIVE","53RD STREET","24.376"
"November 2024","Weekday","3","South","740","2221","KING DRIVE","54TH STREET","10.337"
